requirement_id,sentence,time_behavior,resource_utilization,efficiency_compliance,others
RQ1059,Memory use limit: low priority,0,1,0,0
RQ1060,Adjust according to flow,1,0,0,0
RQ1061,Optimize network quickly!,0,0,0,1
RQ1062,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ1063,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ1064,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ1065,CPU never exceed 50% ideally,0,1,0,0
RQ1066,Maintain efficiency standard 100%,0,0,1,0
RQ1067,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ1068,Adjust according to flow,1,0,0,0
RQ1069,Maintain efficiency standard 100%,0,0,1,0
RQ1070,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ1071,Handle in short time.,1,0,0,0
RQ1072,Follow national specs,0,0,1,0
RQ1073,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1074,,0,0,0,1
RQ1075,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ1076,Optimize network quickly!,0,0,0,1
RQ1077,Adjust according to flow,1,0,0,0
RQ1078,Follow national specs,0,0,1,0
RQ1079,,0,0,0,1
RQ1080,Follow national specs,0,0,1,0
RQ1081,Follow national standards for traffic resource optimization.,0,0,1,0
RQ1082,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ1083,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ1084,Follow national specs,0,0,1,0
RQ1085,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ1086,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ1087,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ1088,Adjust according to flow,1,0,0,0
RQ1089,Memory use limit: low priority,0,1,0,0
RQ1090,,0,0,0,1
RQ1091,,0,0,0,1
RQ1092,,0,0,0,1
RQ1093,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ1094,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ1095,Follow national specs,0,0,1,0
RQ1096,Traffic updates every moment,1,0,0,0
RQ1097,Follow national standards for traffic resource optimization.,0,0,1,0
RQ1098,Follow national specs,0,0,1,0
RQ1099,Ensure fast ops!!,1,0,0,0
RQ1100,Traffic updates every moment,1,0,0,0
RQ1101,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ1102,Traffic updates every moment,1,0,0,0
RQ1103,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ1104,Handle in short time.,1,0,0,0
RQ1105,Ensure fast ops!!,1,0,0,0
RQ1106,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ1107,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ1108,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ1109,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ1110,Memory use limit: low priority,0,1,0,0
RQ1111,Follow national specs,0,0,1,0
RQ1112,CPU never exceed 50% ideally,0,1,0,0
RQ1113,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ1114,Traffic updates every moment,1,0,0,0
RQ1115,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ1116,Follow national specs,0,0,1,0
RQ1117,,0,0,0,1
RQ1118,Memory use limit: low priority,0,1,0,0
RQ1119,Optimize network quickly!,0,0,0,1
RQ1120,,0,0,0,1
RQ1121,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ1122,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ1123,The system must comply with international performance standards.,0,0,1,0
RQ1124,Memory use limit: low priority,0,1,0,0
RQ1125,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1126,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ1127,Optimize network quickly!,0,0,0,1
RQ1128,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ1129,Optimize network quickly!,0,0,0,1
RQ1130,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ1131,Follow national specs,0,0,1,0
RQ1132,Maintain efficiency standard 100%,0,0,1,0
RQ1133,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ1134,,0,0,0,1
RQ1135,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ1136,Handle in short time.,1,0,0,0
RQ1137,CPU never exceed 50% ideally,0,1,0,0
RQ1138,,0,0,0,1
RQ1139,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ1140,,0,0,0,1
RQ1141,Maintain efficiency standard 100%,0,0,1,0
RQ1142,Optimize network quickly!,0,0,0,1
RQ1143,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ1144,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ1145,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ1146,Signal adjustments should maintain less than 2 seconds delay at intersections.,1,0,0,0
RQ1147,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ1148,Handle in short time.,1,0,0,0
RQ1149,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ1150,Follow national specs,0,0,1,0
RQ1151,,0,0,0,1
RQ1152,Optimize network quickly!,0,0,0,1
RQ1153,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ1154,Ensure fast ops!!,1,0,0,0
RQ1155,Ensure fast ops!!,1,0,0,0
RQ1156,Follow national specs,0,0,1,0
RQ1157,Handle in short time.,1,0,0,0
RQ1158,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ1159,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ1160,Optimize network quickly!,0,0,0,1
RQ1161,Follow national specs,0,0,1,0
RQ1162,Adjust according to flow,1,0,0,0
RQ1163,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ1164,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ1165,Handle in short time.,1,0,0,0
RQ1166,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ1167,,0,0,0,1
RQ1168,CPU never exceed 50% ideally,0,1,0,0
RQ1169,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ1170,Memory use limit: low priority,0,1,0,0
RQ1171,CPU never exceed 50% ideally,0,1,0,0
RQ1172,Handle in short time.,1,0,0,0
RQ1173,Ensure fast ops!!,1,0,0,0
RQ1174,Maintain efficiency standard 100%,0,0,1,0
RQ1175,Handle in short time.,1,0,0,0
RQ1176,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ1177,Optimize network quickly!,0,0,0,1
RQ1178,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ1179,Optimize network quickly!,0,0,0,1
RQ1180,CPU never exceed 50% ideally,0,1,0,0
RQ1181,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ1182,Follow national specs,0,0,1,0
RQ1183,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1184,Traffic updates every moment,1,0,0,0
RQ1185,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ1186,Optimize network quickly!,0,0,0,1
RQ1187,Memory use limit: low priority,0,1,0,0
RQ1188,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ1189,Memory use limit: low priority,0,1,0,0
RQ1190,Maintain efficiency standard 100%,0,0,1,0
RQ1191,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ1192,CPU never exceed 50% ideally,0,1,0,0
RQ1193,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ1194,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ1195,Follow national specs,0,0,1,0
RQ1196,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ1197,Handle in short time.,1,0,0,0
RQ1198,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ1199,,0,0,0,1
RQ1200,Optimize network quickly!,0,0,0,1
RQ1201,Adjust according to flow,1,0,0,0
RQ1202,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ1203,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ1204,Adjust according to flow,1,0,0,0
RQ1205,,0,0,0,1
RQ1206,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ1207,Memory use limit: low priority,0,1,0,0
RQ1208,Memory use limit: low priority,0,1,0,0
RQ1209,CPU never exceed 50% ideally,0,1,0,0
RQ1210,Optimize network quickly!,0,0,0,1
RQ1211,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1212,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ1213,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1214,,0,0,0,1
RQ1215,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ1216,Ensure fast ops!!,1,0,0,0
RQ1217,Traffic updates every moment,1,0,0,0
RQ1218,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ1219,Optimize network quickly!,0,0,0,1
RQ1220,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ1221,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ1222,CPU never exceed 50% ideally,0,1,0,0
RQ1223,Traffic updates every moment,1,0,0,0
RQ1224,Maintain efficiency standard 100%,0,0,1,0
RQ1225,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1226,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ1227,Adjust according to flow,1,0,0,0
RQ1228,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ1229,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ1230,Handle in short time.,1,0,0,0
RQ1231,Maintain efficiency standard 100%,0,0,1,0
RQ1232,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ1233,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ1234,Optimize network quickly!,0,0,0,1
RQ1235,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ1236,Handle in short time.,1,0,0,0
RQ1237,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ1238,Handle in short time.,1,0,0,0
RQ1239,Maintain efficiency standard 100%,0,0,1,0
RQ1240,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ1241,Adjust according to flow,1,0,0,0
RQ1242,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ1243,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ1244,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ1245,Maintain efficiency standard 100%,0,0,1,0
RQ1246,Follow national specs,0,0,1,0
RQ1247,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ1248,,0,0,0,1
RQ1249,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ1250,Handle in short time.,1,0,0,0
RQ1251,Follow national specs,0,0,1,0
RQ1252,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1253,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ1254,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ1255,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ1256,Follow national specs,0,0,1,0
RQ1257,Traffic updates every moment,1,0,0,0
RQ1258,Ensure fast ops!!,1,0,0,0
RQ1259,Handle in short time.,1,0,0,0
RQ1260,Ensure fast ops!!,1,0,0,0
RQ1261,CPU never exceed 50% ideally,0,1,0,0
RQ1262,Follow national standards for traffic resource optimization.,0,0,1,0
RQ1263,Memory use limit: low priority,0,1,0,0
RQ1264,Follow national specs,0,0,1,0
RQ1265,Maintain efficiency standard 100%,0,0,1,0
RQ1266,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ1267,The system must comply with international performance standards.,0,0,1,0
RQ1268,Maintain efficiency standard 100%,0,0,1,0
RQ1269,Maintain efficiency standard 100%,0,0,1,0
RQ1270,Memory use limit: low priority,0,1,0,0
RQ1271,Memory use limit: low priority,0,1,0,0
RQ1272,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ1273,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ1274,Handle in short time.,1,0,0,0
RQ1275,,0,0,0,1
RQ1276,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ1277,Optimize network quickly!,0,0,0,1
RQ1278,,0,0,0,1
RQ1279,Memory use limit: low priority,0,1,0,0
RQ1280,,0,0,0,1
RQ1281,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ1282,,0,0,0,1
RQ1283,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ1284,Follow national specs,0,0,1,0
RQ1285,Adjust according to flow,1,0,0,0
RQ1286,Maintain efficiency standard 100%,0,0,1,0
RQ1287,Traffic updates every moment,1,0,0,0
RQ1288,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ1289,Memory use limit: low priority,0,1,0,0
RQ1290,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1291,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1292,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ1293,Optimize network quickly!,0,0,0,1
RQ1294,CPU never exceed 50% ideally,0,1,0,0
RQ1295,Maintain efficiency standard 100%,0,0,1,0
RQ1296,Handle in short time.,1,0,0,0
RQ1297,Follow national standards for traffic resource optimization.,0,0,1,0
RQ1298,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ1299,Ensure fast ops!!,1,0,0,0
RQ1300,Adjust according to flow,1,0,0,0
RQ1301,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ1302,Traffic updates every moment,1,0,0,0
RQ1303,,0,0,0,1
RQ1304,Ensure fast ops!!,1,0,0,0
RQ1305,Follow national specs,0,0,1,0
RQ1306,Memory use limit: low priority,0,1,0,0
RQ1307,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ1308,CPU never exceed 50% ideally,0,1,0,0
RQ1309,Optimize network quickly!,0,0,0,1
RQ1310,Adjust according to flow,1,0,0,0
RQ1311,Maintain efficiency standard 100%,0,0,1,0
RQ1312,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ1313,Optimize network quickly!,0,0,0,1
RQ1314,,0,0,0,1
RQ1315,Handle in short time.,1,0,0,0
RQ1316,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ1317,Ensure fast ops!!,1,0,0,0
RQ1318,Memory use limit: low priority,0,1,0,0
RQ1319,Traffic updates every moment,1,0,0,0
RQ1320,,0,0,0,1
RQ1321,Ensure fast ops!!,1,0,0,0
RQ1322,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ1323,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ1324,Follow national specs,0,0,1,0
RQ1325,Follow national specs,0,0,1,0
RQ1326,,0,0,0,1
RQ1327,Follow national specs,0,0,1,0
RQ1328,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ1329,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ1330,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ1331,CPU never exceed 50% ideally,0,1,0,0
RQ1332,Follow national specs,0,0,1,0
RQ1333,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ1334,Adjust according to flow,1,0,0,0
RQ1335,Optimize network quickly!,0,0,0,1
RQ1336,,0,0,0,1
RQ1337,Traffic updates every moment,1,0,0,0
RQ1338,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ1339,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
